Company Name, email, telephone, Website
LaboratoiresHauserGmbH, info@labhauser.ch, 0443012736 | 0443020233, www.labhauser.ch
LaliqueBeautySA, info@lalique-beauty.com, 0434994500 | 0434994501, www.lalique-beauty.com
LouisWidmerSA, info@louis-widmer.com, 0434337700 | 0434337788, www.louis-widmer.com
M&ONaturel, info@moncosmetics.ch, 0264300952 | , www.monaturel.ch
MavalaSA, mavala@mavala.com, 0228270101 | 0228270150, www.mavala.com
MelisanaAG, info@melisana.ch, 0442477200 | 0442477210, www.melisana.ch
MizensirSA, office@mizensir.com, 0227500171 | 0227500172, www.mizensir.com
MUSKCollectionSwitzerland, info@musk.ch, 0447874055 | 0447874059, www.musk.ch
NaturalpsSàrl, admin@naturalps.ch, 0219211971 | , www.naturalps.ch
PFCHLuxeSA, admin@naturalps.ch,  | 0327210581/2 | , www.chopard.com
PhytomedAG, info@phytomed.ch, 0344602211 | 0344614163, www.phytomed.ch
PierreFabre(Suisse)SA, info.ch@pierre-fabre.com, 0614878900 | 0614878901, www.pierre-fabre.ch
PiniolAG, info@piniol.ch, 0418541850 | 0418541851, www.piniol.ch
PMCareSystemsAG, info@pmcare.ch, 0434446050 | 0434446059, www.pmcare.ch
Pramol-ChemieAG, info@pramol.com, 0719317030 | 0719314454, www.pramol.com
Procter&Gamble(Switzerland)SARL, pggeneve.im@pg.com, 0227096111 | 0227097399, www.pg.com
ProdermaAG, info@proderma.ch, 0419840330 | 0419840331, www.proderma.ch
RauschAGKreuzlingen, info@rausch.ch, 0716781212 | 0716781206, www.rausch.ch
ReckittBenckiser(Switzerland)AG, info@rb.com, 0448084949 | 0448084900, www.rb.com
SchwarzkopfProfessionalSchweiz, service.skp@henkel.com, 0618257500 | 0618250540, www.schwarzkopf-professional.ch
SimilasanAG, contact@similasan.swiss, 0566499050 | 0566499055, www.similasan.swiss
skin689(Switzerland)AG, info@skin689.ch, 0442651111 | , http://www.skin689.ch
Soglio-ProdukteAG, mail@soglio-produkte.ch, 0818221843 | 0818221970, www.soglio-produkte.ch
Sorein-FabrikGmbH, info@sorein.ch, 0449539000 | 0449539001, www.sorein.ch
SteinfelsSwiss, info@steinfels-swiss.ch, 0522344444 | 0522344401, www.steinfels-swiss.ch
SuricateSA, info@suricatepack.com, 0916950060 | , www.suricatepack.com
TannerSA, info@tanner-sa.ch, 0417499060 | 0417499069, www.tanner-sa.ch
TemmentecAG, contact@temmentec.ch, 0344326111 | 0344326191, www.temmentec.ch
ThePowderCompanyAG, info@thepowdercompany.com, 0554127555 | 0554127560, www.thepowdercompany.com
UnileverSchweizGmbH, consumer.service-ch@unilever.com, 0526456666 | 0526456489, www.unilever.ch
UnitedCosmeceuticalsGmbH, info@unicos.ch, 0447324620 | 0447324623, www.unicos.ch
vanBaerleHygieneAG, info@vanbaerle.ch, 0614159111 | 0614159222, www.vanbaerle.ch
VerforaAG, info@viforconsumerhealth.ch, 0588516111 | 0588516050, www.viforconsumerhealth.ch
WALASchweizAG, donat.baur@wala.ch, 0313888010 | , www.wala.ch/www.dr.hauschka.com
WalcoLinSA, info@walco.ch, 0918575161 | 0918577181, www.walco.ch
WeckerleCosmeticsS.A., cosmetics@weckerle.com, 0328647000 | 0328647068, www.weckerle-cosmetics.com
WeledaAG, dialog@weleda.ch, 0617052121 | 0617052310, www.weleda.ch
WellaSuisse, wellasuisse@cotyinc.com, 0614867202 | 0614867177, www.wella.com
WesslingAG, info@wessling.ch, 0323876747 | 0323876746, www.wessling.ch
WetrokAG, wetrok@wetrok.ch, 0432555151 | 0432555152, www.wetrok.ch
YvesRocher(Suisse)SA, kundenservice-ch@yrnet.com, 0449183006 | 0449183007, www.yves-rocher.ch
